time,tick,state,direction,sq,hip_l_nom,hip_l_grav,hip_l_bal,hip_l_final,hip_l_tgt_vel,hip_l_act,hip_l_act_vel,hip_l_nom_err,hip_l_final_err,hip_l_lim,hip_l_demand,hip_l_max_force,hip_r_nom,hip_r_grav,hip_r_bal,hip_r_final,hip_r_tgt_vel,hip_r_act,hip_r_act_vel,hip_r_nom_err,hip_r_final_err,hip_r_lim,hip_r_demand,hip_r_max_force,abd_nom,abd_grav,abd_bal,abd_final,abd_tgt_vel,abd_act,abd_act_vel,abd_nom_err,abd_final_err,abd_lim,abd_demand,abd_max_force,tho_nom,tho_grav,tho_bal,tho_final,tho_tgt_vel,tho_act,tho_act_vel,tho_nom_err,tho_final_err,tho_lim,tho_demand,tho_max_force,knee_l_nom,knee_l_grav,knee_l_bal,knee_l_final,knee_l_tgt_vel,knee_l_act,knee_l_act_vel,knee_l_nom_err,knee_l_final_err,knee_l_lim,knee_l_demand,knee_l_max_force,knee_r_nom,knee_r_grav,knee_r_bal,knee_r_final,knee_r_tgt_vel,knee_r_act,knee_r_act_vel,knee_r_nom_err,knee_r_final_err,knee_r_lim,knee_r_demand,knee_r_max_force,ankle_l_nom,ankle_l_grav,ankle_l_bal,ankle_l_final,ankle_l_tgt_vel,ankle_l_act,ankle_l_act_vel,ankle_l_nom_err,ankle_l_final_err,ankle_l_lim,ankle_l_demand,ankle_l_max_force,ankle_r_nom,ankle_r_grav,ankle_r_bal,ankle_r_final,ankle_r_tgt_vel,ankle_r_act,ankle_r_act_vel,ankle_r_nom_err,ankle_r_final_err,ankle_r_lim,ankle_r_demand,ankle_r_max_force,pelvis_pitch,trunk_pitch,ref_trunk_pitch,com_ap,com_y,cop_ap,support_min,support_max,contacts,foot_pitch_l,foot_pitch_r,bar_x,bar_y,bar_z,bar_vx,bar_vy,bar_vz,saddle_sep,saddle_att
0.100,10,DESCENT,Descent,0.0330,-3.59,0.00,0.00,-3.59,-33.63,0.94,-5.30,4.53,4.53,0.0208,0.0564,2052.0,-3.59,0.00,0.00,-3.59,-33.63,0.87,-4.90,4.46,4.46,0.0193,0.0562,2052.0,0.51,0.38,0.00,0.89,0.87,-1.06,0.15,-1.57,-1.95,0.0303,0.0194,1482.0,0.76,0.66,0.00,1.42,5.05,-0.93,2.00,-1.68,-2.35,0.0265,0.0252,1482.0,3.86,0.00,0.00,3.86,36.31,-0.75,6.99,-4.60,-4.60,0.1495,0.0513,2052.0,3.86,0.00,0.00,3.86,36.31,-0.51,6.04,-4.37,-4.37,0.1020,0.0503,2052.0,-1.23,0.00,4.31,3.08,-11.71,-0.13,-2.53,1.10,-3.21,0.0028,0.0180,1710.0,-1.23,0.00,4.31,3.08,-11.71,-0.29,-1.93,0.93,-3.38,0.0066,0.0188,1710.0,0.03,2.70,5.49,-0.0292,1.0474,-0.0315,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.110,11,DESCENT,Descent,0.0360,-3.93,0.00,0.00,-3.91,-33.63,0.86,-7.67,4.78,4.76,0.0190,0.0564,2052.0,-3.93,0.00,0.00,-3.91,-33.63,0.79,-7.49,4.71,4.69,0.0175,0.0560,2052.0,0.55,0.34,0.00,0.88,0.87,-1.07,0.11,-1.62,-1.95,0.0305,0.0194,1482.0,0.83,0.64,0.00,1.46,5.05,-0.91,2.15,-1.75,-2.37,0.0261,0.0253,1482.0,4.22,0.00,0.00,4.22,36.31,-0.64,10.39,-4.85,-4.85,0.1273,0.0507,2052.0,4.22,0.00,0.00,4.22,36.31,-0.40,9.58,-4.62,-4.62,0.0799,0.0496,2052.0,-1.34,0.00,6.60,5.26,-11.71,-0.18,-4.69,1.17,-5.43,0.0038,0.0275,1710.0,-1.34,0.00,6.60,5.26,-11.71,-0.34,-4.02,1.00,-5.60,0.0076,0.0281,1710.0,0.00,2.74,5.63,-0.0292,1.0474,-0.0409,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.120,12,DESCENT,Descent,0.0390,-4.26,0.00,0.00,-4.26,-33.63,0.75,-10.36,5.01,5.01,0.0166,0.0562,2052.0,-4.26,0.00,0.00,-4.26,-33.63,0.67,-10.36,4.94,4.94,0.0150,0.0556,2052.0,0.60,0.30,0.00,0.90,0.87,-1.07,0.02,-1.67,-1.97,0.0305,0.0197,1482.0,0.91,0.61,0.00,1.52,5.05,-0.90,2.03,-1.81,-2.42,0.0258,0.0259,1482.0,4.58,0.00,0.00,4.58,36.31,-0.51,11.54,-5.09,-5.09,0.1023,0.0515,2052.0,4.58,0.00,0.00,4.58,36.31,-0.27,10.86,-4.86,-4.86,0.0548,0.0504,2052.0,-1.46,0.00,8.32,6.86,-11.71,-0.22,-4.20,1.24,-7.08,0.0049,0.0351,1710.0,-1.46,0.00,8.32,6.86,-11.71,-0.38,-3.52,1.08,-7.24,0.0085,0.0357,1710.0,-0.04,2.78,5.77,-0.0292,1.0472,-0.0373,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.130,13,DESCENT,Descent,0.0420,-4.60,0.00,0.00,-4.60,-34.12,0.61,-13.23,5.22,5.22,0.0136,0.0559,2052.0,-4.60,0.00,0.00,-4.60,-34.12,0.53,-13.15,5.14,5.14,0.0119,0.0554,2052.0,0.65,0.26,0.00,0.91,1.02,-1.07,0.01,-1.73,-1.99,0.0306,0.0201,1482.0,0.98,0.59,0.00,1.57,5.28,-0.89,2.14,-1.87,-2.46,0.0255,0.0264,1482.0,4.95,0.00,0.00,4.95,36.91,-0.38,12.90,-5.33,-5.33,0.0755,0.0526,2052.0,4.95,0.00,0.00,4.95,36.91,-0.14,12.14,-5.09,-5.09,0.0274,0.0515,2052.0,-1.58,0.00,6.03,4.45,-11.96,-0.26,-3.65,1.32,-4.71,0.0058,0.0273,1710.0,-1.58,0.00,6.03,4.45,-11.96,-0.42,-2.97,1.16,-4.87,0.0094,0.0279,1710.0,-0.08,2.83,5.92,-0.0293,1.0470,-0.0330,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.140,14,DESCENT,Descent,0.0450,-4.94,0.00,0.00,-4.92,-34.12,0.46,-14.72,5.40,5.38,0.0102,0.0561,2052.0,-4.94,0.00,0.00,-4.92,-34.12,0.38,-14.50,5.32,5.30,0.0083,0.0556,2052.0,0.70,0.22,0.00,0.91,1.02,-1.07,0.32,-1.78,-1.98,0.0306,0.0197,1482.0,1.06,0.57,0.00,1.61,5.28,-0.88,2.73,-1.93,-2.49,0.0250,0.0260,1482.0,5.32,0.00,0.00,5.32,36.91,-0.21,15.66,-5.53,-5.53,0.0433,0.0521,2052.0,5.32,0.00,0.00,5.32,36.91,0.00,14.82,-5.32,-5.32,0.0000,0.0511,2052.0,-1.70,0.00,8.32,6.62,-11.96,-0.32,-5.24,1.38,-6.94,0.0070,0.0362,1710.0,-1.70,0.00,8.32,6.62,-11.96,-0.48,-4.61,1.22,-7.10,0.0106,0.0368,1710.0,-0.13,2.89,6.06,-0.0293,1.0469,-0.0386,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.150,15,DESCENT,Descent,0.0480,-5.29,0.00,0.00,-5.29,-34.12,0.29,-16.53,5.57,5.57,0.0064,0.0562,2052.0,-5.29,0.00,0.00,-5.29,-34.12,0.21,-16.34,5.49,5.49,0.0045,0.0557,2052.0,0.76,0.18,0.00,0.93,1.02,-1.07,0.60,-1.82,-2.00,0.0305,0.0196,1482.0,1.13,0.54,0.00,1.68,5.28,-0.86,3.13,-1.99,-2.53,0.0245,0.0260,1482.0,5.69,0.00,0.00,5.69,36.91,0.00,16.41,-5.69,-5.69,0.0000,0.0530,2052.0,5.69,0.00,0.00,5.69,36.91,0.20,15.65,-5.49,-5.49,0.0014,0.0518,2052.0,-1.82,0.00,6.03,4.21,-11.96,-0.36,-4.56,1.45,-4.58,0.0081,0.0285,1710.0,-1.82,0.00,6.03,4.21,-11.96,-0.52,-4.00,1.29,-4.73,0.0116,0.0292,1710.0,-0.18,2.96,6.20,-0.0293,1.0468,-0.0319,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.160,16,DESCENT,Descent,0.0510,-5.63,0.00,0.00,-5.63,-34.57,0.10,-18.17,5.73,5.73,0.0023,0.0565,2052.0,-5.63,0.00,0.00,-5.63,-34.57,0.00,-17.81,5.63,5.63,0.0000,0.0561,2052.0,0.81,0.14,0.00,0.95,1.14,-1.06,1.00,-1.87,-2.00,0.0302,0.0193,1482.0,1.21,0.52,0.00,1.73,5.47,-0.83,3.88,-2.04,-2.56,0.0237,0.0257,1482.0,6.06,0.00,0.00,6.06,37.46,0.15,19.30,-5.91,-5.91,0.0011,0.0525,2052.0,6.06,0.00,0.00,6.06,37.46,0.40,18.38,-5.66,-5.66,0.0028,0.0515,2052.0,-1.94,0.00,6.80,4.86,-12.18,-0.43,-6.14,1.51,-5.29,0.0095,0.0309,1710.0,-1.94,0.00,6.80,4.86,-12.18,-0.59,-5.59,1.35,-5.45,0.0131,0.0316,1710.0,-0.23,3.04,6.35,-0.0293,1.0468,-0.0356,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.170,17,DESCENT,Descent,0.0540,-5.97,0.00,0.00,-5.97,-34.57,-0.09,-19.32,5.89,5.89,0.0007,0.0567,2052.0,-5.97,0.00,0.00,-5.97,-34.57,-0.18,-18.96,5.79,5.79,0.0015,0.0563,2052.0,0.86,0.10,0.00,0.96,1.14,-1.05,1.47,-1.91,-2.00,0.0299,0.0189,1482.0,1.29,0.50,0.00,1.79,5.47,-0.80,4.43,-2.08,-2.58,0.0227,0.0254,1482.0,6.43,0.00,0.00,6.43,37.46,0.36,20.23,-6.07,-6.07,0.0025,0.0530,2052.0,6.43,0.00,0.00,6.43,37.46,0.61,19.33,-5.82,-5.82,0.0042,0.0519,2052.0,-2.06,0.00,4.91,2.85,-12.18,-0.49,-6.11,1.57,-3.34,0.0109,0.0237,1710.0,-2.06,0.00,4.91,2.85,-12.18,-0.65,-5.57,1.41,-3.50,0.0144,0.0245,1710.0,-0.29,3.12,6.51,-0.0293,1.0469,-0.0329,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.180,18,DESCENT,Descent,0.0570,-6.32,0.00,0.07,-6.24,-34.57,-0.30,-20.53,6.02,5.94,0.0026,0.0563,2052.0,-6.32,0.00,0.07,-6.24,-34.57,-0.39,-20.14,5.93,5.85,0.0033,0.0559,2052.0,0.91,0.06,0.00,0.93,1.14,-1.03,1.86,-1.94,-1.96,0.0295,0.0180,1482.0,1.37,0.47,0.00,1.80,5.47,-0.76,5.03,-2.12,-2.56,0.0216,0.0245,1482.0,6.81,0.00,0.00,6.81,37.46,0.60,22.70,-6.21,-6.21,0.0041,0.0523,2052.0,6.81,0.00,0.00,6.81,37.46,0.85,21.74,-5.96,-5.96,0.0058,0.0512,2052.0,-2.18,0.00,6.99,4.81,-12.18,-0.57,-7.68,1.61,-5.38,0.0127,0.0326,1710.0,-2.18,0.00,6.99,4.81,-12.18,-0.73,-7.11,1.45,-5.54,0.0162,0.0333,1710.0,-0.35,3.21,6.67,-0.0293,1.0469,-0.0374,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.190,19,DESCENT,Descent,0.0600,-6.67,0.00,0.00,-6.67,-34.57,-0.53,-21.65,6.14,6.14,0.0044,0.0569,2052.0,-6.67,0.00,0.00,-6.67,-34.57,-0.62,-21.38,6.05,6.05,0.0052,0.0564,2052.0,0.96,0.00,0.00,0.98,1.14,-1.01,2.26,-1.97,-1.99,0.0289,0.0179,1482.0,1.45,0.45,0.00,1.89,5.47,-0.71,5.27,-2.16,-2.61,0.0204,0.0248,1482.0,7.18,0.00,0.00,7.18,37.46,0.84,22.88,-6.35,-6.35,0.0058,0.0531,2052.0,7.18,0.00,0.00,7.18,37.46,1.09,22.03,-6.10,-6.10,0.0075,0.0520,2052.0,-2.30,0.00,4.70,2.40,-12.18,-0.64,-6.97,1.66,-3.04,0.0143,0.0251,1710.0,-2.30,0.00,4.70,2.40,-12.18,-0.80,-6.40,1.50,-3.20,0.0178,0.0258,1710.0,-0.41,3.31,6.82,-0.0293,1.0468,-0.0306,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.200,20,DESCENT,Descent,0.0630,-7.02,0.00,0.00,-7.02,-34.99,-0.76,-23.22,6.25,6.25,0.0064,0.0569,2052.0,-7.02,0.00,0.00,-7.02,-34.99,-0.86,-22.84,6.16,6.16,0.0071,0.0565,2052.0,1.02,0.00,0.00,0.99,1.25,-0.99,2.42,-2.01,-1.98,0.0282,0.0178,1482.0,1.52,0.43,0.00,1.95,5.62,-0.67,5.75,-2.19,-2.62,0.0190,0.0245,1482.0,7.56,0.00,0.00,7.56,37.95,1.10,25.38,-6.46,-6.46,0.0076,0.0525,2052.0,7.56,0.00,0.00,7.56,37.95,1.35,24.42,-6.21,-6.21,0.0093,0.0515,2052.0,-2.43,0.00,5.26,2.83,-12.37,-0.73,-8.53,1.69,-3.57,0.0163,0.0211,1710.0,-2.43,0.00,5.26,2.83,-12.37,-0.89,-7.94,1.54,-3.72,0.0198,0.0218,1710.0,-0.48,3.42,6.98,-0.0293,1.0468,-0.0357,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
0.210,21,DESCENT,Descent,0.0660,-7.37,0.00,0.10,-7.27,-34.99,-1.01,-23.88,6.36,6.26,0.0084,0.0564,2052.0,-7.37,0.00,0.10,-7.27,-34.99,-1.10,-23.58,6.26,6.16,0.0092,0.0559,2052.0,1.07,-0.06,-0.04,0.95,1.25,-0.96,2.72,-2.03,-1.92,0.0275,0.0169,1482.0,1.60,0.40,-0.04,1.96,5.62,-0.62,6.10,-2.22,-2.57,0.0175,0.0238,1482.0,7.94,0.00,0.00,7.94,37.95,1.38,26.80,-6.57,-6.57,0.0095,0.0523,2052.0,7.94,0.00,0.00,7.94,37.95,1.63,25.92,-6.32,-6.32,0.0112,0.0512,2052.0,-2.55,0.00,6.83,4.28,-12.37,-0.83,-9.53,1.72,-5.12,0.0185,0.0300,1710.0,-2.55,0.00,6.83,4.28,-12.37,-0.99,-8.95,1.56,-5.27,0.0220,0.0307,1710.0,-0.54,3.53,7.14,-0.0293,1.0467,-0.0402,-0.1547,0.1353,8,-0.01,-0.01,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0
